time,hour,day,temperature,wind_speed(m/s),humidity(%),solar_radiation(MJ/m^2),energy
2019-07-02 10:15,10,183,23.86666667,1.553333333,65.1,0.4126666669999999,14.520466
2019-07-02 10:30,10,183,24.36666667,1.34,62.45333333,0.5660000000000007,15.433925
2019-07-02 10:45,10,183,24.62666667,0.846666667,60.73333333,0.4199999999999999,16.603827
2019-07-02 11:00,11,183,25.1,1.38,58.51333333,0.5086666670000001,15.761676
2019-07-02 11:15,11,183,25.08666667,1.166666667,57.87333333,0.6320000000000006,14.993838
2019-07-02 11:30,11,183,25.58,1.526666667,56.04,0.8513333329999986,15.722779999999998
2019-07-02 11:45,11,183,26.08,1.54,55.04,0.8013333330000005,19.293309
2019-07-02 12:00,12,183,26.13333333,1.753333333,54.7,0.7399999970000001,17.989921
2019-07-02 12:15,12,183,26.3,1.486666667,54.31333333,0.6660000000000004,17.565973
2019-07-02 12:30,12,183,26.92,1.526666667,53.13333333,0.7493333399999997,19.760731
2019-07-02 12:45,12,183,27.31333333,1.3933333330000002,51.65333333,0.7833333299999996,21.324455
2019-07-02 13:00,13,183,28.02666667,1.873333333,50.94666667,0.8253333300000012,19.335598
2019-07-02 13:15,13,183,27.57333333,1.613333333,49.76666667,0.8959999999999989,19.126279
2019-07-02 13:30,13,183,28.15333333,1.6,48.34666667,0.7473333400000008,20.510532
2019-07-02 13:45,13,183,28.16,1.646666667,47.13333333,0.6266666599999997,19.039461
2019-07-02 14:00,14,183,28.14,1.806666667,46.82,0.6240000000000006,18.163089000000006
2019-07-02 14:15,14,183,28.97333333,1.533333333,44.72,0.8693333400000007,20.192534
2019-07-02 14:30,14,183,29.51333333,1.66,42.26,0.8806666599999993,20.199412
2019-07-02 14:45,14,183,29.60666667,1.913333333,38.34,0.8566666699999992,19.725620000000006
2019-07-02 15:00,15,183,29.82,1.68,40.30666667,0.7953333299999983,17.988523
2019-07-02 15:15,15,183,30.04666667,1.6266666669999998,40.15333333,0.7686666700000018,16.567154000000002
2019-07-02 15:30,15,183,29.72,2.02,40.27333333,0.6813333300000011,17.177076
2019-07-02 15:45,15,183,29.59333333,1.3666666669999998,41.12666667,0.5506666699999982,16.120751000000002
2019-07-02 16:00,16,183,29.27333333,1.4333333330000002,42.38666667,0.42400000000000304,14.224460999999998
2019-07-02 16:15,16,183,28.92,1.773333333,43.22,0.272666669999996,14.235419
2019-07-02 16:30,16,183,29.05333333,1.473333333,42.92,0.3240000000000016,13.177046300000002
2019-07-02 16:45,16,183,29.90666667,1.42,42.08,0.5120000000000005,11.574184
2019-07-02 17:00,17,183,29.53333333,1.3,42.34666667,0.4766666599999994,10.0018929
2019-07-02 17:15,17,183,29.63333333,1.146666667,42.88666667,0.41933334000000144,9.044432400000002
2019-07-02 17:30,17,183,29.58666667,1.72,42.30666667,0.3906666599999973,7.9253648
2019-07-02 17:45,17,183,29.62,1.42,42.64666667,0.33933334000000315,6.3732504
2019-07-02 18:00,18,183,29.28666667,1.86,43.30666667,0.28266665999999674,5.1861137
2019-07-02 18:15,18,183,29.14666667,2.093333333,44.82666667,0.23400000000000176,3.9731747
2019-07-02 18:30,18,183,28.64666667,2.673333333,48.92,0.20599999999999952,3.19696336
2019-07-02 18:45,18,183,27.83333333,2.506666667,53.1,0.17133334000000033,2.20675441
2019-07-02 19:00,19,183,27.21333333,2.386666667,55.40666667,0.11400000000000075,1.33731565
2019-07-02 19:15,19,183,26.86666667,2.62,55.42666667,0.07866665999999968,0.744597719
2019-07-02 19:30,19,183,26.62666667,1.846666667,55.57333333,0.04333334000000022,0.37431503
2019-07-02 19:45,19,183,26.24,1.6,56.46,0.035333330000000274,0.125010731
2019-07-02 20:00,20,183,26.08,1.213333333,58.83333333,0.014666670000000437,0.027000000000000003
2019-07-02 20:15,20,183,25.74666667,1.013333333,60.36,0.001333329999997801,0.01
2019-07-02 20:30,20,183,25.66666667,1.34,61.2,0.0,0.0
2019-07-02 20:45,20,183,25.6,1.126666667,61.29333333,0.006666670000001318,0.0
2019-07-02 21:00,21,183,25.49333333,1.146666667,61.53333333,0.003333330000000245,0.0
2019-07-02 21:15,21,183,25.38666667,1.12,62.29333333,0.0,0.0
2019-07-02 21:30,21,183,25.36,1.313333333,62.60666667,0.0,0.0
2019-07-02 21:45,21,183,24.99333333,1.38,62.55333333,0.0,0.0
2019-07-02 22:00,22,183,24.67333333,1.853333333,64.56,0.0,0.0
2019-07-02 22:15,22,183,24.32666667,1.446666667,66.66,0.0,0.0
2019-07-02 22:30,22,183,24.09333333,1.32,68.62,0.0,0.0
2019-07-02 22:45,22,183,23.73333333,0.76,70.42,0.0,0.0
2019-07-02 23:00,23,183,23.36666667,1.206666667,73.26,0.0,0.0
2019-07-02 23:15,23,183,23.2,0.793333333,74.94666667,0.0,0.0
2019-07-02 23:30,23,183,23.18666667,0.393333333,75.64666667,0.0,0.0
2019-07-02 23:45,23,183,23.14666667,1.04,76.2,0.0,0.0
2019-07-03 0:00,0,184,23.0,1.146666667,77.23333333,0.0,0.0
2019-07-03 0:15,0,184,22.82666667,1.093333333,77.01333333,0.0,0.0
2019-07-03 0:30,0,184,22.68666667,0.8733333329999999,77.72666667,0.0,0.0
2019-07-03 0:45,0,184,22.44,0.64,79.32,0.0,0.0
2019-07-03 1:00,1,184,22.40666667,0.62,80.18,0.0,0.0
2019-07-03 1:15,1,184,22.32666667,0.846666667,80.23333333,0.0,0.0
2019-07-03 1:30,1,184,22.20666667,0.66,80.81333333,0.0,0.0
2019-07-03 1:45,1,184,22.2,0.6133333329999999,81.06,0.0,0.0
2019-07-03 2:00,2,184,22.14,0.573333333,81.3,0.0,0.0
2019-07-03 2:15,2,184,22.06,0.106666667,81.66,0.0,0.0
2019-07-03 2:30,2,184,21.83333333,0.573333333,81.99333333,0.0,0.0
2019-07-03 2:45,2,184,21.78,0.226666667,82.10666667,0.0,0.0
2019-07-03 3:00,3,184,21.76,0.266666667,82.19333333,0.0,0.0
2019-07-03 3:15,3,184,21.60666667,0.15333333300000002,82.95333333,0.0,0.0
2019-07-03 3:30,3,184,21.22,0.693333333,84.5,0.0,0.0
2019-07-03 3:45,3,184,21.26,0.44,84.78666667,0.0,0.0
2019-07-03 4:00,4,184,21.24,0.013333333,85.02666667,0.0,0.0
2019-07-03 4:15,4,184,21.18666667,0.8733333329999999,85.04,0.0,0.0
2019-07-03 4:30,4,184,21.02,0.926666667,85.98,0.0,0.0
2019-07-03 4:45,4,184,20.74666667,0.566666667,86.68,0.0,0.0
2019-07-03 5:00,5,184,20.7,0.386666667,87.34,0.0,0.0
2019-07-03 5:15,5,184,20.55333333,0.773333333,87.38666667,0.0,0.006
2019-07-03 5:30,5,184,20.32666667,0.54,88.33333333,0.0,0.047032020999999986
2019-07-03 5:45,5,184,20.2,0.226666667,88.06666667,0.006666666999999999,0.302762083
2019-07-03 6:00,6,184,20.2,0.373333333,87.60666667,0.021333333,0.60151884
2019-07-03 6:15,6,184,20.26666667,0.373333333,87.05333333,0.031333333,0.86507942
2019-07-03 6:30,6,184,20.34666667,0.7666666670000001,88.66666667,0.049333334000000006,1.02774497
2019-07-03 6:45,6,184,20.63333333,0.493333333,88.49333333,0.08800000000000001,1.6955224999999998
2019-07-03 7:00,7,184,20.80666667,0.7,87.46666667,0.08866666600000002,2.7598261
2019-07-03 7:15,7,184,20.9,1.033333333,86.82,0.07999999999999996,3.6643591
2019-07-03 7:30,7,184,20.79333333,1.053333333,87.02,0.07733333400000003,4.6264731
2019-07-03 7:45,7,184,21.09333333,0.72,86.46,0.116,5.4715525000000005
2019-07-03 8:00,8,184,21.37333333,0.5066666670000001,84.88,0.13733333299999995,6.4550802
2019-07-03 8:15,8,184,21.62,0.773333333,83.43333333,0.15733333299999994,6.495368
2019-07-03 8:30,8,184,21.81333333,0.906666667,82.32,0.1526666670000001,7.650722
2019-07-03 8:45,8,184,21.91333333,0.98,81.3,0.15333333299999996,9.004265
2019-07-03 9:00,9,184,22.04666667,1.02,80.41333333,0.2320000000000002,10.432331
2019-07-03 9:15,9,184,22.45333333,1.266666667,77.6,0.2873333339999997,11.080138
2019-07-03 9:30,9,184,23.13333333,1.88,73.43333333,0.4526666660000003,12.299531
2019-07-03 9:45,9,184,23.66666667,1.206666667,71.16666667,0.6786666669999999,13.928757999999998
2019-07-03 10:00,10,184,23.76666667,1.38,70.24666667,0.496,14.081754
2019-07-03 10:15,10,184,23.99333333,1.1,68.92,0.4853333330000002,14.260849
2019-07-03 10:30,10,184,24.65333333,1.306666667,66.93333333,0.6146666670000003,15.778098000000002
2019-07-03 10:45,10,184,25.08666667,1.6266666669999998,65.36666667,0.5793333329999992,17.665827
2019-07-03 11:00,11,184,25.28666667,1.4533333330000002,64.02666667,0.6986666670000004,18.577676
2019-07-03 11:15,11,184,25.68666667,1.133333333,63.18666667,0.6499999999999995,17.142838
2019-07-03 11:30,11,184,25.97333333,1.226666667,62.53333333,0.612000000000001,18.02978
2019-07-03 11:45,11,184,26.59333333,1.6733333330000002,60.25333333,0.7313333329999985,16.289309
2019-07-03 12:00,12,184,26.92,1.86,58.23333333,0.7920000000000007,17.453920999999998
2019-07-03 12:15,12,184,27.09333333,1.52,57.45333333,0.5553333340000002,17.020973
2019-07-03 12:30,12,184,27.22666667,1.726666667,54.84,0.6313333330000006,18.704731
2019-07-03 12:45,12,184,27.43333333,1.226666667,54.31333333,0.6373333299999988,16.052455
2019-07-03 13:00,13,184,27.74,1.513333333,53.30666667,0.4760000000000009,14.334608
2019-07-03 13:15,13,184,28.06,1.28,52.06,0.7106666700000002,16.250545000000002
2019-07-03 13:30,13,184,28.27333333,1.786666667,51.58666667,0.6246666699999999,13.810256
2019-07-03 13:45,13,184,28.36,1.226666667,50.56,0.4966666599999989,12.896461
2019-07-03 14:00,14,184,28.18,0.833333333,49.92666667,0.35066667000000074,11.075089
2019-07-03 14:15,14,184,28.07333333,1.306666667,50.08666667,0.2946666699999998,10.297534
2019-07-03 14:30,14,184,28.10666667,0.7333333329999999,49.84666667,0.3206666600000005,10.139412
2019-07-03 14:45,14,184,28.42666667,1.113333333,51.5,0.3859999999999992,14.153620000000002
2019-07-03 15:00,15,184,28.46,1.253333333,51.53333333,0.439333340000001,14.542523
2019-07-03 15:15,15,184,28.72,1.813333333,49.06,0.4793333299999994,13.883154
2019-07-03 15:30,15,184,28.69333333,1.573333333,50.27333333,0.4626666700000008,12.189076
2019-07-03 15:45,15,184,28.94666667,1.78,50.44666667,0.39866666,12.663751
2019-07-03 16:00,16,184,29.47333333,2.1,48.33333333,0.5299999999999976,12.534461
2019-07-03 16:15,16,184,29.58,1.993333333,46.72666667,0.5760000000000005,9.300419
2019-07-03 16:30,16,184,29.76,1.946666667,45.78666667,0.5126666700000015,5.9340462999999986
2019-07-03 16:45,16,184,29.13333333,1.16,47.47333333,0.3200000000000003,7.264183999999998
2019-07-03 17:00,17,184,29.22666667,1.326666667,46.75333333,0.2913333300000005,7.0408929
2019-07-03 17:15,17,184,29.24,1.486666667,47.58,0.26533333999999803,5.8524324
2019-07-03 17:30,17,184,29.18666667,1.313333333,51.12,0.2319999999999993,6.9493648
2019-07-03 17:45,17,184,29.33333333,2.353333333,51.08,0.3246666600000019,6.0892504
2019-07-03 18:00,18,184,29.26666667,1.56,51.22,0.3346666700000007,5.0731137
2019-07-03 18:15,18,184,28.90666667,1.826666667,52.51333333,0.22666667000000015,3.6671747
2019-07-03 18:30,18,184,28.38,2.18,55.86666667,0.13066665999999927,1.56996336
2019-07-03 18:45,18,184,27.82,2.08,59.58,0.07466666999999916,0.79775441
2019-07-03 19:00,19,184,27.58666667,1.246666667,61.16,0.061333330000000075,0.41631565
2019-07-03 19:15,19,184,27.29333333,2.0733333330000003,62.49333333,0.04133334000000133,0.237597719
2019-07-03 19:30,19,184,26.95333333,1.6733333330000002,63.44,0.03599999999999781,0.12331503
2019-07-03 19:45,19,184,26.70666667,1.38,64.46666667,0.010000000000001565,0.031010731
2019-07-03 20:00,20,184,26.42666667,1.7,65.08,0.009999999999998009,0.014
2019-07-03 20:15,20,184,26.25333333,1.226666667,65.89333333,0.009333330000000473,0.0
2019-07-03 20:30,20,184,26.06666667,1.48,65.83333333,0.0053333300000026895,0.0
2019-07-03 20:45,20,184,25.73333333,1.253333333,66.43333333,0.0046666699999988745,0.0
2019-07-03 21:00,21,184,25.57333333,0.566666667,67.11333333,0.012000000000000456,0.0
2019-07-03 21:15,21,184,25.33333333,0.7533333329999999,67.09333333,0.007999999999999119,0.0
2019-07-03 21:30,21,184,25.24,0.52,67.14666667,0.0,0.0
2019-07-03 21:45,21,184,25.07333333,0.386666667,67.56666667,0.0,0.0
2019-07-03 22:00,22,184,25.1,0.386666667,67.5,0.0,0.0
2019-07-03 22:15,22,184,24.91333333,0.326666667,67.99333333,0.0,0.0
2019-07-03 22:30,22,184,24.62,0.326666667,69.0,0.0,0.0
2019-07-03 22:45,22,184,24.54,0.793333333,69.42,0.0,0.0
2019-07-03 23:00,23,184,24.36,0.48,69.79333333,0.0,0.0
2019-07-03 23:15,23,184,24.03333333,0.993333333,71.01333333,0.0,0.0
2019-07-03 23:30,23,184,23.74666667,1.066666667,72.05333333,0.0,0.0
2019-07-03 23:45,23,184,23.39333333,1.3,71.16666667,0.0,0.0
2019-07-04 0:00,0,185,23.2,0.7533333329999999,70.76,0.0,0.0
2019-07-04 0:15,0,185,23.14666667,0.213333333,70.0,0.0,0.0
2019-07-04 0:30,0,185,22.99333333,0.386666667,70.28666667,0.0,0.0
2019-07-04 0:45,0,185,22.77333333,0.72,70.64,0.0,0.0
2019-07-04 1:00,1,185,22.68666667,1.14,71.46666667,0.0,0.0
2019-07-04 1:15,1,185,22.6,1.093333333,71.45333333,0.0,0.0
2019-07-04 1:30,1,185,22.41333333,0.6466666670000001,71.78,0.0,0.0
2019-07-04 1:45,1,185,22.22,0.693333333,72.7,0.0,0.0
2019-07-04 2:00,2,185,22.19333333,0.713333333,73.60666667,0.0,0.0
2019-07-04 2:15,2,185,21.83333333,0.713333333,75.82,0.0,0.0
2019-07-04 2:30,2,185,21.7,0.6466666670000001,75.92,0.0,0.0
2019-07-04 2:45,2,185,21.68,0.773333333,75.02666667,0.0,0.0
2019-07-04 3:00,3,185,21.52,0.586666667,76.25333333,0.0,0.0
2019-07-04 3:15,3,185,21.36,0.446666667,76.18,0.0,0.0
2019-07-04 3:30,3,185,21.23333333,0.26,76.07333333,0.0,0.0
2019-07-04 3:45,3,185,21.14,0.3666666670000001,75.86666667,0.0,0.0
2019-07-04 4:00,4,185,20.91333333,0.78,76.04666667,0.0,0.0
2019-07-04 4:15,4,185,20.94,0.273333333,75.35333333,0.0,0.0
2019-07-04 4:30,4,185,20.62,0.76,76.37333333,0.0,0.0
2019-07-04 4:45,4,185,20.29333333,0.933333333,80.4,0.0,0.0
2019-07-04 5:00,5,185,20.09333333,0.413333333,82.05333333,0.0,0.0
2019-07-04 5:15,5,185,20.04666667,0.8666666670000001,81.8,0.0,0.001
2019-07-04 5:30,5,185,19.84666667,0.7,82.12666667,0.0,0.029032021
2019-07-04 5:45,5,185,19.97333333,1.08,81.68,0.002666667,0.166762083
2019-07-04 6:00,6,185,19.97333333,0.666666667,81.58,0.028666666,0.37151884
2019-07-04 6:15,6,185,20.14666667,0.226666667,80.96666667,0.05666666700000001,0.69307942
2019-07-04 6:30,6,185,20.37333333,0.78,79.36666667,0.08599999999999998,1.15374497
2019-07-04 6:45,6,185,20.69333333,0.466666667,77.63333333,0.124,1.8945225
2019-07-04 7:00,7,185,20.99333333,0.29333333300000003,76.72,0.16266666700000004,2.9018261
2019-07-04 7:15,7,185,21.32,0.806666667,75.5,0.21266666599999995,3.8683591
2019-07-04 7:30,7,185,21.62,0.6,74.24666667,0.248,4.9854731
2019-07-04 7:45,7,185,22.28,0.66,71.84666667,0.29200000000000004,6.2095525
2019-07-04 8:00,8,185,22.66,0.72,70.45333333,0.33066666699999997,7.506080199999999
