,day,hour,temperature,wind_speed(m/s),humidity(%),solar_radiation(MJ/m^2),energy,time
52,184,4,21.04833334,0.595,85.68166667,0.0,0.0,2019-07-03 04:00
53,184,5,20.445,0.48166666700000005,87.78166667,0.006666666999999999,0.355794104,2019-07-03 05:00
54,184,6,20.36166667,0.5016666670000001,87.955,0.19,4.18986573,2019-07-03 06:00
55,184,7,20.89833333,0.8766666670000001,86.94166667,0.36200000000000004,16.5222108,2019-07-03 07:00
56,184,8,21.68,0.791666667,82.98333333,0.600666666,29.605435200000002,2019-07-03 08:00
57,184,9,22.825,1.343333334,75.65333333,1.6506666669999999,47.740758,2019-07-03 09:00
58,184,10,24.375,1.353333334,67.86666667,2.175333333,61.786528000000004,2019-07-03 10:00
59,184,11,25.885,1.371666667,62.5,2.6919999999999997,70.039603,2019-07-03 11:00
60,184,12,27.16833333,1.583333334,56.21,2.615999997,69.23208000000001,2019-07-03 12:00
61,184,13,28.10833333,1.4516666669999998,51.87833334,2.3080000000000003,57.291869999999996,2019-07-03 13:00
62,184,14,28.19666667,0.9966666670000001,50.34,1.3519999999999999,45.665655,2019-07-03 14:00
63,184,15,28.705,1.605,50.32833333,1.78,53.278504000000005,2019-07-03 15:00
64,184,16,29.48666667,1.8,47.08,1.93866667,35.0331103,2019-07-03 16:00
65,184,17,29.24666667,1.62,49.13333333,1.11333333,25.9319405,2019-07-03 17:00
66,184,18,28.59333334,1.911666667,54.795,0.76666667,11.10800617,2019-07-03 18:00
67,184,19,27.135,1.5933333330000001,62.89,0.14866667,0.80823913,2019-07-03 19:00
68,184,20,26.12,1.415,65.81,0.02933333,0.013999999999999999,2019-07-03 20:00
69,184,21,25.305,0.556666667,67.23,0.02,0.0,2019-07-03 21:00
70,184,22,24.79333333,0.458333334,68.47833333,0.0,0.0,2019-07-03 22:00
71,184,23,23.88333333,0.96,71.00666667,0.0,0.0,2019-07-03 23:00
72,185,0,23.02833333,0.518333333,70.42166667,0.0,0.0,2019-07-04 00:00
73,185,1,22.48,0.893333333,71.85,0.0,0.0,2019-07-04 01:00
74,185,2,21.85166667,0.711666667,75.09333334,0.0,0.0,2019-07-04 02:00
75,185,3,21.31333333,0.415,76.09333333,0.0,0.0,2019-07-04 03:00
76,185,4,20.69166667,0.686666667,77.04333333,0.0,0.0,2019-07-04 04:00
77,185,5,19.99,0.765,81.915,0.002666667,0.196794104,2019-07-04 05:00
78,185,6,20.29666667,0.535,79.88666667,0.29533333300000003,4.11286573,2019-07-04 06:00
79,185,7,21.55333333,0.59,74.57833334,0.915333333,17.9652108,2019-07-04 07:00
80,185,8,23.175,1.031666667,68.5,1.615333334,37.3074352,2019-07-04 08:00
81,185,9,24.85166667,1.378333333,62.89333333,2.261333333,57.686758,2019-07-04 09:00
82,185,10,26.40666667,1.3866666669999999,57.69,2.915333333,73.338528,2019-07-04 10:00
83,185,11,28.165,1.383333334,51.75666667,3.2033333369999997,84.016603,2019-07-04 11:00
84,185,12,29.355,1.215,46.97666667,3.38933333,87.67908,2019-07-04 12:00
85,185,13,30.69833334,1.6716666669999998,43.07666667,3.46933333,86.43687,2019-07-04 13:00
86,185,14,31.53333333,1.95,40.245,3.28066667,80.331655,2019-07-04 14:00
87,185,15,31.80166667,1.973333334,39.19166667,2.62666667,65.833504,2019-07-04 15:00
88,185,16,31.60666667,2.1516666669999998,38.30166667,1.798,44.741110299999995,2019-07-04 16:00
89,185,17,31.22666667,1.726666667,37.86333333,1.19733333,27.044940500000003,2019-07-04 17:00
90,185,18,30.695,1.736666667,36.80833333,0.73666667,16.08300617,2019-07-04 18:00
91,185,19,28.75166667,1.755,42.55666667,0.27933333,2.65523913,2019-07-04 19:00
92,185,20,26.82166667,1.488333334,46.31166667,0.034,0.034,2019-07-04 20:00
93,185,21,25.98,0.888333334,50.435,0.01,0.0,2019-07-04 21:00
94,185,22,25.16666667,0.901666667,53.47833333,0.0,0.0,2019-07-04 22:00
95,185,23,24.62333333,0.88,50.43,0.0,0.0,2019-07-04 23:00
96,186,0,24.21333333,0.431666667,51.27833334,0.0,0.0,2019-07-05 00:00
97,186,1,23.44166667,0.47333333299999997,55.49833334,0.0,0.0,2019-07-05 01:00
98,186,2,22.34166667,0.423333333,61.17666667,0.0,0.0,2019-07-05 02:00
99,186,3,21.69,0.446666667,64.88833333,0.0,0.0,2019-07-05 03:00
100,186,4,21.06,0.1,64.33333333,0.0,0.0,2019-07-05 04:00
101,186,5,21.11333333,0.075,66.13,0.003333333,0.15379410400000001,2019-07-05 05:00
102,186,6,20.75666667,0.606666667,68.35333334,0.24133333399999998,4.31586573,2019-07-05 06:00
103,186,7,21.98166667,0.785,63.33833333,0.8733333329999999,17.2812108,2019-07-05 07:00
104,186,8,23.885,1.0433333329999999,54.375,1.507333333,32.8004352,2019-07-05 08:00
105,186,9,25.58333333,0.9883333329999999,49.005,2.314,55.13375799999999,2019-07-05 09:00
106,186,10,27.55166667,1.0816666670000001,45.11833333,2.604666667,75.397847,2019-07-05 10:00
107,186,11,29.23,1.163333333,41.57333334,3.31733333,74.634284,2019-07-05 11:00
108,186,12,31.24166667,1.163333333,38.55166667,3.51266667,85.58808,2019-07-05 12:00
109,186,13,33.05166667,1.7516666669999998,37.35,3.52666667,84.61787,2019-07-05 13:00
110,186,14,33.97333333,1.745,33.96166667,3.168,70.94465500000001,2019-07-05 14:00
111,186,15,34.99666667,3.0533333330000003,26.24333334,2.70066666,50.572503999999995,2019-07-05 15:00
112,186,16,34.96,3.311666667,25.76,2.392,43.3471103,2019-07-05 16:00
113,186,17,34.475,3.163333334,29.78666667,1.6680000000000001,29.9509405,2019-07-05 17:00
114,186,18,33.7,2.8283333330000002,34.10333334,0.94,15.08800617,2019-07-05 18:00
115,186,19,32.81666667,2.335,36.38,0.33,2.59423913,2019-07-05 19:00
116,186,20,31.25666667,1.49,40.28333334,0.04133334,0.035,2019-07-05 20:00
117,186,21,28.16333333,1.183333333,41.88833333,0.00933333,0.0,2019-07-05 21:00
118,186,22,27.345,0.568333333,43.6,0.0,0.0,2019-07-05 22:00
119,186,23,27.00666667,0.298333334,45.27833333,0.0,0.0,2019-07-05 23:00
120,187,0,26.27833333,0.131666667,47.10833333,0.0,0.0,2019-07-06 00:00
121,187,1,25.48333333,0.26666666699999997,49.345,0.0,0.0,2019-07-06 01:00
122,187,2,24.42166667,0.195,56.105,0.0,0.0,2019-07-06 02:00
123,187,3,23.76333334,0.08833333300000001,64.24833334,0.0,0.0,2019-07-06 03:00
124,187,4,23.59,0.245,63.77666667,0.0,0.0,2019-07-06 04:00
125,187,5,22.80166667,0.136666667,67.75833333,0.005333333000000001,0.191794104,2019-07-06 05:00
126,187,6,23.84666667,1.125,58.74833334,0.322666667,3.96986573,2019-07-06 06:00
127,187,7,24.46666667,1.6,50.625,0.976666667,17.5262108,2019-07-06 07:00
128,187,8,25.99833333,1.485,44.16666667,1.696666666,37.205435200000004,2019-07-06 08:00
129,187,9,27.785,2.16,39.74166667,2.388666667,58.084757999999994,2019-07-06 09:00
130,187,10,29.14166667,1.803333334,36.67833333,2.9619999999999997,73.65652800000001,2019-07-06 10:00
131,187,11,30.55166667,2.2366666669999997,33.18666667,3.38,83.545603,2019-07-06 11:00
132,187,12,31.88166667,3.061666667,30.945,3.59333333,87.62408,2019-07-06 12:00
133,187,13,32.85333333,2.4983333340000002,31.46833334,3.5660000000000003,86.31487,2019-07-06 13:00
134,187,14,33.3,3.211666667,33.01833334,3.38066667,80.24165500000001,2019-07-06 14:00
135,187,15,33.22666667,3.13,33.60833334,2.79733333,69.449504,2019-07-06 15:00
136,187,16,33.355,2.831666667,33.91166667,2.38933334,51.479110299999995,2019-07-06 16:00
137,187,17,33.205,3.155,33.49666667,1.69866666,32.912940500000005,2019-07-06 17:00
138,187,18,32.69666666,2.898333333,33.77,0.9359999999999999,14.78100617,2019-07-06 18:00
139,187,19,31.49833333,2.576666667,36.04833333,0.29133334,2.32523913,2019-07-06 19:00
140,187,20,30.29333334,2.7633333330000003,37.715,0.04933333,0.036000000000000004,2019-07-06 20:00
141,187,21,28.96,2.766666667,40.59166667,0.006,0.0,2019-07-06 21:00
142,187,22,27.655,2.501666667,42.46333333,0.0,0.0,2019-07-06 22:00
143,187,23,26.56166667,2.6316666669999997,46.47,0.0,0.0,2019-07-06 23:00
144,188,0,25.28333334,2.6,53.34166667,0.0,0.0,2019-07-07 00:00
145,188,1,24.52166667,2.093333333,57.47666667,0.0,0.0,2019-07-07 01:00
146,188,2,23.63333334,1.8566666669999998,61.78333334,0.0,0.0,2019-07-07 02:00
147,188,3,22.92666667,1.413333334,65.03,0.0,0.0,2019-07-07 03:00
148,188,4,22.60833333,0.856666667,66.76,0.0,0.0,2019-07-07 04:00
149,188,5,22.48833334,1.191666667,67.42166667,0.008666667,0.193794104,2019-07-07 05:00
150,188,6,22.61,1.111666667,67.35333334,0.305333333,6.21286573,2019-07-07 06:00
151,188,7,23.375,1.6066666669999998,64.68833334,0.7513333329999999,15.8862108,2019-07-07 07:00
152,188,8,24.08,1.903333334,61.96666667,0.9520000000000001,25.8414352,2019-07-07 08:00
153,188,9,25.10166667,1.6,58.68166667,1.839333334,47.036758,2019-07-07 09:00
154,188,10,26.96166667,3.3283333330000002,49.27,2.683333333,67.92452800000001,2019-07-07 10:00
155,188,11,28.12333334,4.355,43.605,3.50333333,64.00860300000001,2019-07-07 11:00
156,188,12,29.185,3.816666667,40.155,3.552,66.75408,2019-07-07 12:00
157,188,13,29.87833333,3.6766666669999997,37.82833334,3.52933334,72.470869,2019-07-07 13:00
158,188,14,30.50833333,3.4016666669999998,36.13333333,3.26133333,73.026655,2019-07-07 14:00
159,188,15,30.36833334,3.286666667,36.98333334,2.57333333,51.640504,2019-07-07 15:00
160,188,16,29.72666667,3.638333334,38.97333334,1.75066667,33.5531103,2019-07-07 16:00
161,188,17,29.10833333,3.353333333,40.50333333,1.20866667,14.8469405,2019-07-07 17:00
162,188,18,28.05,3.44,41.53833333,0.36933333,5.08400617,2019-07-07 18:00
163,188,19,27.33166667,3.325,42.35666667,0.128,0.97823913,2019-07-07 19:00
164,188,20,26.79166667,2.615,44.37833334,0.02733333,0.013999999999999999,2019-07-07 20:00
165,188,21,26.22166667,2.596666667,47.235,0.00666667,0.0,2019-07-07 21:00
166,188,22,25.485,2.66,49.95833333,0.0,0.0,2019-07-07 22:00
167,188,23,24.26166667,2.603333333,54.745,0.0,0.0,2019-07-07 23:00
168,189,0,23.27333333,2.593333333,57.39833334,0.0,0.0,2019-07-08 00:00
169,189,1,22.7,2.3883333330000003,58.15,0.0,0.0,2019-07-08 01:00
170,189,2,22.045,1.9416666669999998,59.60666667,0.0,0.0,2019-07-08 02:00
171,189,3,21.88,2.0466666669999998,60.22666667,0.0,0.0,2019-07-08 03:00
172,189,4,20.90166667,1.885,67.46,0.0,0.0,2019-07-08 04:00
173,189,5,20.49833333,2.005,69.69166667,0.0,0.026794104,2019-07-08 05:00
174,189,6,20.72,1.63,68.90333333,0.133333333,1.99986573,2019-07-08 06:00
175,189,7,21.37833333,1.323333333,66.59666667,0.48466666700000005,13.504210800000001,2019-07-08 07:00
176,189,8,22.60666667,1.73,63.715,1.509333333,22.7634352,2019-07-08 08:00
177,189,9,24.19333333,2.025,56.90333334,2.496,53.05175799999999,2019-07-08 09:00
178,189,10,25.28666667,2.366666667,53.89333333,2.716,69.574528,2019-07-08 10:00
179,189,11,26.125,2.213333333,50.59833334,2.7019999969999997,68.49660300000001,2019-07-08 11:00
180,189,12,27.18666667,2.516666667,47.36833334,2.9019999999999997,74.07813399999999,2019-07-08 12:00
181,189,13,27.65,2.441666667,46.67333334,2.074,66.481817,2019-07-08 13:00
182,189,14,28.83666667,2.905,42.325,2.8560000000000003,51.404655,2019-07-08 14:00
183,189,15,28.26333333,1.946666667,44.625,0.784,30.295503999999998,2019-07-08 15:00
184,189,16,28.09666667,2.668333333,45.87833334,0.894,19.2251103,2019-07-08 16:00
185,189,17,28.85333333,2.53,44.29833334,1.35466667,16.9159405,2019-07-08 17:00
186,189,18,27.885,2.511666667,46.07666667,0.20199999999999999,8.74800617,2019-07-08 18:00
187,189,19,27.05833333,2.685,49.845,0.09,2.27223913,2019-07-08 19:00
188,189,20,25.935,2.596666667,54.23166667,0.022000000000000002,0.024,2019-07-08 20:00
189,189,21,25.09,2.273333333,56.52166667,0.01,0.0,2019-07-08 21:00
190,189,22,24.11333333,2.275,58.81833334,0.0,0.0,2019-07-08 22:00
191,189,23,23.36833333,2.061666667,60.12833333,0.0,0.0,2019-07-08 23:00
192,190,0,23.02,2.27,59.75333333,0.0,0.0,2019-07-09 00:00
193,190,1,22.63833333,1.79,60.27333333,0.0,0.0,2019-07-09 01:00
194,190,2,22.20833333,1.4916666669999998,61.625,0.0,0.0,2019-07-09 02:00
195,190,3,21.715,1.75,63.51666667,0.0,0.0,2019-07-09 03:00
196,190,4,21.30166667,1.813333334,64.43666667,0.0,0.0,2019-07-09 04:00
197,190,5,20.84,1.0816666670000001,67.00333333,0.002,0.146794104,2019-07-09 05:00
198,190,6,20.89166667,1.605,68.18166667,0.316,3.49186573,2019-07-09 06:00
199,190,7,21.355,2.133333333,66.76166667,0.9853333329999999,17.5702108,2019-07-09 07:00
200,190,8,23.09166667,1.695,59.465,1.716,38.1134352,2019-07-09 08:00
201,190,9,24.375,1.8833333330000002,54.81166667,2.291333334,56.408758,2019-07-09 09:00
202,190,10,25.8,2.585,50.34833333,2.653333333,66.840528,2019-07-09 10:00
203,190,11,26.93166667,2.933333333,46.01333333,2.90266667,73.02960300000001,2019-07-09 11:00
204,190,12,27.735,2.826666667,42.93833333,3.17533333,71.210208,2019-07-09 12:00
205,190,13,27.895,3.038333333,43.25333333,1.93466667,54.429743,2019-07-09 13:00
206,190,14,28.615,3.536666667,41.945,2.38533333,43.138655,2019-07-09 14:00
207,190,15,28.18333333,3.1766666669999997,44.16,1.4180000000000001,36.571504,2019-07-09 15:00
208,190,16,28.41833333,3.3583333339999997,45.1,2.23133333,37.6821103,2019-07-09 16:00
209,190,17,28.20166667,3.208333333,44.35,1.40466667,17.5729405,2019-07-09 17:00
210,190,18,27.51666667,2.915,47.81833334,0.574,6.01500617,2019-07-09 18:00
211,190,19,26.76166667,2.753333333,51.65166667,0.22399999999999998,1.69823913,2019-07-09 19:00
212,190,20,26.01333334,2.731666667,54.63833333,0.04333333,0.026000000000000002,2019-07-09 20:00
213,190,21,24.95666667,2.311666667,58.71666667,0.00266667,0.0,2019-07-09 21:00
214,190,22,24.04666667,2.615,61.34333333,0.0,0.0,2019-07-09 22:00
215,190,23,23.66666667,2.845,58.63,0.0,0.0,2019-07-09 23:00
216,191,0,23.04333333,2.318333333,57.95166667,0.0,0.0,2019-07-10 00:00
217,191,1,22.59333334,2.226666667,59.24333334,0.0,0.0,2019-07-10 01:00
218,191,2,22.34833334,2.228333333,59.93,0.0,0.0,2019-07-10 02:00
219,191,3,21.87833334,1.956666667,62.58,0.0,0.0,2019-07-10 03:00
220,191,4,21.435,2.178333334,64.92666667,0.0,0.0,2019-07-10 04:00
221,191,5,20.94166667,2.28,66.25333334,0.008,0.11779410400000001,2019-07-10 05:00
222,191,6,20.8,1.975,66.38,0.15733333300000002,3.25786573,2019-07-10 06:00
223,191,7,21.58166667,2.18,64.37,0.522,12.337210800000001,2019-07-10 07:00
224,191,8,22.85666667,2.32,61.12666667,1.056,35.5534352,2019-07-10 08:00
225,191,9,23.95833333,2.183333333,58.88666667,0.826,34.979758000000004,2019-07-10 09:00
226,191,10,24.34166667,3.0533333330000003,58.33333334,0.6920000000000001,30.464528,2019-07-10 10:00
227,191,11,24.42166667,4.125,57.49833334,0.877333334,29.867603000000003,2019-07-10 11:00
228,191,12,24.75666667,3.48,57.04666667,0.8066666659999999,23.960079999999998,2019-07-10 12:00
229,191,13,24.14,2.468333333,62.66833333,0.5920000000000001,22.10687,2019-07-10 13:00
230,191,14,23.26666667,2.261666667,69.95166667,0.514,21.889654999999998,2019-07-10 14:00
231,191,15,22.60833333,1.936666667,77.27166667,0.67,16.865504,2019-07-10 15:00
232,191,16,22.02666667,2.035,81.145,0.301333334,8.8971103,2019-07-10 16:00
233,191,17,21.23333333,2.286666667,87.165,0.316,7.6939405,2019-07-10 17:00
234,191,18,20.70666667,2.643333333,87.11666667,0.275333333,3.31700617,2019-07-10 18:00
235,191,19,20.53,1.9983333330000002,87.21166667,0.076,0.50623913,2019-07-10 19:00
236,191,20,20.46666667,1.613333334,86.70333333,0.0,0.001,2019-07-10 20:00
237,191,21,20.06333333,2.7833333330000003,88.17333334,0.0,0.0,2019-07-10 21:00
238,191,22,19.68333333,2.626666667,91.28,0.0,0.0,2019-07-10 22:00
239,191,23,19.52166667,2.5783333330000002,92.395,0.0,0.0,2019-07-10 23:00
240,192,0,19.515,3.0983333330000002,93.005,0.0,0.0,2019-07-11 00:00
241,192,1,19.53,2.238333333,93.03,0.0,0.0,2019-07-11 01:00
242,192,2,19.41333333,1.735,93.92,0.0,0.0,2019-07-11 02:00
243,192,3,19.565,1.1683333329999999,93.92,0.0,0.0,2019-07-11 03:00
244,192,4,19.66666667,1.966666667,93.645,0.0,0.0,2019-07-11 04:00
245,192,5,19.815,1.6366666669999999,93.37,0.0,0.011794083,2019-07-11 05:00
246,192,6,20.11166667,1.47,92.535,0.05,1.04286573,2019-07-11 06:00
247,192,7,20.585,1.161666667,91.12,0.21866666699999998,5.9482108,2019-07-11 07:00
248,192,8,21.39166667,0.8783333329999999,87.23833333,0.355333333,14.487435199999998,2019-07-11 08:00
249,192,9,21.51333333,0.87,90.245,0.489333333,21.125757999999998,2019-07-11 09:00
250,192,10,22.06166667,1.3216666670000001,88.96333333,0.828,31.055528000000002,2019-07-11 10:00
251,192,11,22.44833333,1.4133333330000002,86.14166667,0.642,26.844603000000003,2019-07-11 11:00
252,192,12,22.96166667,1.6633333330000002,85.13666667,0.8553333340000001,40.156079999999996,2019-07-11 12:00
253,192,13,22.46166667,1.6766666669999999,88.66833334,0.5539999999999999,18.639870000000002,2019-07-11 13:00
254,192,14,22.55166667,1.236666667,88.09166667,0.375333333,17.333655,2019-07-11 14:00
255,192,15,22.58833333,0.923333333,88.69833334,0.58,15.084504,2019-07-11 15:00
256,192,16,22.63833333,1.026666667,88.01666667,0.454666667,13.5921103,2019-07-11 16:00
257,192,17,22.06166667,1.053333334,91.75,0.22466666600000001,4.8199404999999995,2019-07-11 17:00
258,192,18,22.05666667,1.123333334,92.41166667,0.167333334,1.95100617,2019-07-11 18:00
259,192,19,22.02166667,1.151666667,89.43,0.08533333300000001,0.42523913,2019-07-11 19:00
260,192,20,22.01333334,0.9433333340000001,87.53,0.0,0.0,2019-07-11 20:00
261,192,21,21.82833334,1.225,86.82166667,0.02,0.0,2019-07-11 21:00
262,192,22,21.56833333,1.345,87.81833334,0.0,0.0,2019-07-11 22:00
263,192,23,21.31333333,1.058333333,87.86,0.0,0.0,2019-07-11 23:00
264,193,0,21.255,1.333333333,86.16833333,0.0,0.0,2019-07-12 00:00
265,193,1,21.18166667,1.6533333330000002,83.99333333,0.0,0.0,2019-07-12 01:00
266,193,2,20.84333334,1.545,82.56166666,0.0,0.0,2019-07-12 02:00
267,193,3,20.58166667,0.8916666659999999,82.505,0.0,0.0,2019-07-12 03:00
268,193,4,20.33833333,0.961666667,85.345,0.0,0.0,2019-07-12 04:00
269,193,5,20.2,1.2,86.83666667,0.01,0.038794103999999996,2019-07-12 05:00
270,193,6,20.215,1.103333333,86.80166667,0.10800000000000001,2.36486573,2019-07-12 06:00
271,193,7,20.60666667,1.173333333,84.91166667,0.39533333299999995,11.8842108,2019-07-12 07:00
272,193,8,22.12666667,1.2,77.03166667,1.335333334,21.680435199999998,2019-07-12 08:00
273,193,9,22.51833334,1.223333333,74.03,0.9179999999999999,23.439757999999998,2019-07-12 09:00
274,193,10,23.63166667,1.658333333,70.70833333,1.67,48.487256,2019-07-12 10:00
275,193,11,25.2675,1.318333334,64.74666667,0.843333333,56.553699,2019-07-12 11:00
276,193,12,26.32833334,1.46,60.57083333,1.287,76.11825400000001,2019-07-12 12:00
277,193,13,27.42,1.9,54.975,2.789333333,72.21087,2019-07-12 13:00
278,193,14,27.87333333,1.5966666669999998,52.725,1.672,54.10465500000001,2019-07-12 14:00
279,193,15,27.56666667,1.848333333,55.10666667,1.078,23.726504000000002,2019-07-12 15:00
280,193,16,27.16666667,1.9483333330000001,58.55166667,1.11533333,27.2471103,2019-07-12 16:00
281,193,17,26.80666667,1.4066666669999999,60.04333333,0.71266667,18.360940499999998,2019-07-12 17:00
282,193,18,26.46666667,1.37,63.15,0.46866667,9.78000617,2019-07-12 18:00
283,193,19,26.01,1.158333333,66.18333333,0.18600000000000003,1.09423913,2019-07-12 19:00
284,193,20,25.11333333,0.875,71.00833333,0.02933333,0.027999999999999997,2019-07-12 20:00
285,193,21,24.09833333,1.3633333330000001,76.58666667,0.02,0.0,2019-07-12 21:00
286,193,22,23.23166667,0.861666667,78.475,0.0,0.0,2019-07-12 22:00
287,193,23,23.03333333,0.901666667,77.42666667,0.0,0.0,2019-07-12 23:00
288,194,0,22.505,1.0033333340000001,79.71,0.0,0.0,2019-07-13 00:00
289,194,1,21.96666667,1.13,82.73833334,0.0,0.0,2019-07-13 01:00
290,194,2,21.89833334,1.015,81.71666666,0.0,0.0,2019-07-13 02:00
291,194,3,21.81,1.238333333,82.70666667,0.0,0.0,2019-07-13 03:00
292,194,4,21.72,0.57,82.65666667,0.0,0.0,2019-07-13 04:00
293,194,5,21.75,0.99,82.665,0.015333333000000001,0.018794083,2019-07-13 05:00
294,194,6,21.675,1.091666667,83.18,0.142,3.22886573,2019-07-13 06:00
295,194,7,22.06833333,0.963333333,82.51166667,0.5353333339999999,14.7202108,2019-07-13 07:00
296,194,8,22.835,0.75,79.105,0.77,15.128435199999998,2019-07-13 08:00
297,194,9,23.43666667,0.63,76.14,0.818,26.060758,2019-07-13 09:00
298,194,10,24.18,0.813333333,73.26166667,1.121333333,38.260528,2019-07-13 10:00
299,194,11,25.13166667,0.921666667,69.02833334,1.452666667,56.100603,2019-07-13 11:00
300,194,12,26.78,1.0816666670000001,63.515,2.7673333330000003,57.878080000000004,2019-07-13 12:00
301,194,13,27.63,1.443333334,61.07166667,2.56,47.52987,2019-07-13 13:00
302,194,14,28.72,1.38,55.15,2.76666667,30.171654999999998,2019-07-13 14:00
303,194,15,27.695,2.383333334,61.47833333,1.41666666,25.062504,2019-07-13 15:00
304,194,16,27.15666667,1.6716666669999998,64.93,1.44333334,27.8941103,2019-07-13 16:00
305,194,17,27.46333333,1.895,64.23166667,1.46066666,29.805940500000002,2019-07-13 17:00
306,194,18,26.87833334,1.5116666669999999,66.67166667,0.77933334,14.68500617,2019-07-13 18:00
307,194,19,26.46,1.405,68.625,0.26733333,2.47023913,2019-07-13 19:00
308,194,20,25.75,1.286666667,71.40666667,0.044000000000000004,0.025,2019-07-13 20:00
309,194,21,24.96833333,1.6033333330000001,74.00166667,0.01,0.0,2019-07-13 21:00
